数据集,对照方法,参考方法,评测条件,统计方式,NMAE差值（%FS）,NMAE差值95%CI,Acc@5%差值（百分点）,Acc@5%差值95%CI
Industrial-1395,Raw B0（六条件增强）,GeoPRR完整模型,中度模糊,三seed平均,1.682256,"[-0.878020, 4.319489]",-8.004779,"[-11.006323, -4.905129]"
Industrial-1395,仅关系专家,GeoPRR完整模型,中度模糊,三seed平均,-0.00125,"[-0.019289, 0.017752]",0.167264,"[-0.056022, 0.401614]"
Industrial-1395,11标量MLP门控,GeoPRR完整模型,中度模糊,三seed平均,0.025629,"[0.012260, 0.040721]",-0.095579,"[-0.300927, 0.113383]"
Industrial-1395,三专家等权混合,GeoPRR完整模型,中度模糊,三seed平均,0.01273,"[0.002952, 0.023336]",-0.023895,"[-0.204918, 0.161812]"
Industrial-1395,仅几何/基础专家,GeoPRR完整模型,中度模糊,三模型等权集成,-0.005951,"[-0.023771, 0.012971]",0,"[-0.320774, 0.377358]"
Industrial-1395,简单双视图回归,GeoPRR完整模型,中度模糊,三模型等权集成,-1.082027,"[-1.571561, -0.611525]",5.806452,"[2.507285, 9.418960]"
Industrial-1395,固定先验混合,GeoPRR完整模型,中度模糊,三模型等权集成,0.008266,"[-0.002504, 0.019923]",-0.143369,"[-0.360237, 0.000000]"
Industrial-1395,线性增益头,GeoPRR完整模型,中度模糊,三模型等权集成,-0.004237,"[-0.013759, 0.005286]",0.071685,"[-0.202566, 0.431034]"
Industrial-1395,仅极坐标专家,GeoPRR完整模型,中度模糊,三模型等权集成,0.051517,"[0.022602, 0.079456]",-0.573477,"[-1.146953, -0.132005]"
Industrial-1395,Raw B0（六条件增强）,GeoPRR完整模型,中度模糊,三模型等权集成,1.447258,"[-1.119933, 4.097728]",-5.878136,"[-9.158884, -2.358374]"
Industrial-1395,仅关系专家,GeoPRR完整模型,中度模糊,三模型等权集成,-0.005951,"[-0.023771, 0.012971]",0,"[-0.320774, 0.377358]"
Industrial-1395,11标量MLP门控,GeoPRR完整模型,中度模糊,三模型等权集成,0.02624,"[0.013022, 0.041276]",-0.358423,"[-0.676183, -0.078062]"
Industrial-1395,三专家等权混合,GeoPRR完整模型,中度模糊,三模型等权集成,0.013036,"[0.003212, 0.023680]",-0.215054,"[-0.467610, 0.000000]"
Industrial-1395,仅几何/基础专家,GeoPRR完整模型,重度模糊,三seed平均,-0.000778,"[-0.019014, 0.018945]",0.119474,"[-0.106669, 0.354359]"
Industrial-1395,简单双视图回归,GeoPRR完整模型,重度模糊,三seed平均,-0.908232,"[-1.400354, -0.432949]",4.157706,"[1.830996, 6.718346]"
Industrial-1395,固定先验混合,GeoPRR完整模型,重度模糊,三seed平均,0.008629,"[-0.002668, 0.021157]",-0.119474,"[-0.227447, -0.025602]"
Industrial-1395,线性增益头,GeoPRR完整模型,重度模糊,三seed平均,-0.009604,"[-0.019077, -0.000141]",0.143369,"[-0.019423, 0.341228]"
Industrial-1395,仅极坐标专家,GeoPRR完整模型,重度模糊,三seed平均,0.039028,"[0.009978, 0.066929]",-0.549582,"[-1.072910, -0.108742]"
Industrial-1395,Raw B0（六条件增强）,GeoPRR完整模型,重度模糊,三seed平均,0.849974,"[-2.076493, 3.614095]",-5.878136,"[-9.256758, -2.319298]"
Industrial-1395,仅关系专家,GeoPRR完整模型,重度模糊,三seed平均,-0.000778,"[-0.019014, 0.018945]",0.119474,"[-0.106669, 0.354359]"
Industrial-1395,11标量MLP门控,GeoPRR完整模型,重度模糊,三seed平均,0.02613,"[0.011404, 0.043177]",-0.215054,"[-0.414079, -0.052328]"
Industrial-1395,三专家等权混合,GeoPRR完整模型,重度模糊,三seed平均,0.011835,"[0.001381, 0.023252]",-0.215054,"[-0.414079, -0.052328]"
Industrial-1395,仅几何/基础专家,GeoPRR完整模型,重度模糊,三模型等权集成,-0.00319,"[-0.021223, 0.016598]",-0.143369,"[-0.374820, 0.000000]"
Industrial-1395,简单双视图回归,GeoPRR完整模型,重度模糊,三模型等权集成,-1.017485,"[-1.521214, -0.528215]",5.304659,"[2.325494, 8.582112]"
Industrial-1395,固定先验混合,GeoPRR完整模型,重度模糊,三模型等权集成,0.008772,"[-0.002453, 0.021331]",-0.143369,"[-0.374304, 0.000000]"
Industrial-1395,线性增益头,GeoPRR完整模型,重度模糊,三模型等权集成,-0.006833,"[-0.016101, 0.002509]",-0.143369,"[-0.362845, 0.000000]"
Industrial-1395,仅极坐标专家,GeoPRR完整模型,重度模糊,三模型等权集成,0.046751,"[0.017760, 0.074015]",-0.501792,"[-0.907912, -0.153254]"
Industrial-1395,Raw B0（六条件增强）,GeoPRR完整模型,重度模糊,三模型等权集成,0.636043,"[-2.301778, 3.397185]",-4.874552,"[-8.206446, -1.248936]"
Industrial-1395,仅关系专家,GeoPRR完整模型,重度模糊,三模型等权集成,-0.00319,"[-0.021223, 0.016598]",-0.143369,"[-0.374820, 0.000000]"
Industrial-1395,11标量MLP门控,GeoPRR完整模型,重度模糊,三模型等权集成,0.027525,"[0.013039, 0.044418]",-0.286738,"[-0.580974, -0.066050]"
Industrial-1395,三专家等权混合,GeoPRR完整模型,重度模糊,三模型等权集成,0.012817,"[0.002428, 0.024241]",-0.143369,"[-0.374304, 0.000000]"
Industrial-1395,仅几何/基础专家,GeoPRR完整模型,中度透视,三seed平均,0.001376,"[-0.070545, 0.069295]",-0.262843,"[-1.239160, 0.646375]"
Industrial-1395,简单双视图回归,GeoPRR完整模型,中度透视,三seed平均,-1.341469,"[-1.885141, -0.845863]",5.686977,"[2.756284, 8.654579]"
Industrial-1395,固定先验混合,GeoPRR完整模型,中度透视,三seed平均,0.098084,"[-0.120886, 0.297998]",-2.198327,"[-3.813464, -0.708660]"
Industrial-1395,线性增益头,GeoPRR完整模型,中度透视,三seed平均,0.008912,"[-0.004538, 0.022900]",0.095579,"[-0.248091, 0.422948]"
Industrial-1395,仅极坐标专家,GeoPRR完整模型,中度透视,三seed平均,1.044801,"[0.254739, 1.696317]",-9.318996,"[-12.900652, -5.905770]"
Industrial-1395,Raw B0（六条件增强）,GeoPRR完整模型,中度透视,三seed平均,4.299268,"[1.629359, 7.040655]",-11.373955,"[-16.387115, -6.656321]"
Industrial-1395,仅关系专家,GeoPRR完整模型,中度透视,三seed平均,-0.029606,"[-0.053737, -0.004834]",0.238949,"[0.000000, 0.483461]"
Industrial-1395,11标量MLP门控,GeoPRR完整模型,中度透视,三seed平均,0.006526,"[-0.005860, 0.019882]",-0.023895,"[-0.281534, 0.244559]"
Industrial-1395,三专家等权混合,GeoPRR完整模型,中度透视,三seed平均,0.157953,"[-0.120345, 0.405621]",-3.130227,"[-5.091500, -1.359058]"
Industrial-1395,仅几何/基础专家,GeoPRR完整模型,中度透视,三模型等权集成,0.019581,"[-0.052827, 0.087007]",-0.78853,"[-1.850424, 0.259073]"
Industrial-1395,简单双视图回归,GeoPRR完整模型,中度透视,三模型等权集成,-1.544867,"[-2.072953, -1.065644]",8.387097,"[5.098025, 11.789663]"
Industrial-1395,固定先验混合,GeoPRR完整模型,中度透视,三模型等权集成,0.180921,"[-0.025574, 0.365061]",-3.727599,"[-6.091387, -1.538462]"
Industrial-1395,线性增益头,GeoPRR完整模型,中度透视,三模型等权集成,0.009567,"[-0.004446, 0.023982]",-0.071685,"[-0.485774, 0.357782]"
Industrial-1395,仅极坐标专家,GeoPRR完整模型,中度透视,三模型等权集成,1.065886,"[0.271400, 1.721789]",-7.956989,"[-11.829782, -4.257163]"
Industrial-1395,Raw B0（六条件增强）,GeoPRR完整模型,中度透视,三模型等权集成,4.112328,"[1.423278, 6.867427]",-11.039427,"[-16.547792, -5.878072]"
Industrial-1395,仅关系专家,GeoPRR完整模型,中度透视,三模型等权集成,-0.035622,"[-0.058612, -0.011562]",0.143369,"[-0.151863, 0.522408]"
Industrial-1395,11标量MLP门控,GeoPRR完整模型,中度透视,三模型等权集成,0.010312,"[-0.003433, 0.024558]",-0.071685,"[-0.340369, 0.153849]"
Industrial-1395,三专家等权混合,GeoPRR完整模型,中度透视,三模型等权集成,0.248882,"[-0.017838, 0.480713]",-4.301075,"[-6.904232, -1.926295]"
Industrial-1395,仅几何/基础专家,GeoPRR完整模型,重度透视,三seed平均,-0.020724,"[-0.148216, 0.097793]",-0.406213,"[-2.078956, 1.232139]"
Industrial-1395,简单双视图回归,GeoPRR完整模型,重度透视,三seed平均,-1.279932,"[-1.835736, -0.764029]",5.400239,"[2.274932, 8.663662]"
Industrial-1395,固定先验混合,GeoPRR完整模型,重度透视,三seed平均,0.899152,"[0.410694, 1.358490]",-9.366786,"[-12.683042, -6.091465]"
Industrial-1395,线性增益头,GeoPRR完整模型,重度透视,三seed平均,0.002184,"[-0.014368, 0.018682]",0.071685,"[-0.183911, 0.331204]"
Industrial-1395,仅极坐标专家,GeoPRR完整模型,重度透视,三seed平均,5.538834,"[3.743012, 7.216091]",-27.694146,"[-34.102788, -21.239565]"
Industrial-1395,Raw B0（六条件增强）,GeoPRR完整模型,重度透视,三seed平均,3.894185,"[1.796940, 5.967531]",-11.469534,"[-16.755607, -6.453595]"
Industrial-1395,仅关系专家,GeoPRR完整模型,重度透视,三seed平均,-0.006091,"[-0.034911, 0.022019]",-0.071685,"[-0.376385, 0.195569]"
Industrial-1395,11标量MLP门控,GeoPRR完整模型,重度透视,三seed平均,0.008673,"[-0.006261, 0.023364]",-0.023895,"[-0.221821, 0.187872]"
Industrial-1395,三专家等权混合,GeoPRR完整模型,重度透视,三seed平均,1.311177,"[0.689880, 1.895472]",-11.684588,"[-15.352733, -8.027524]"
Industrial-1395,仅几何/基础专家,GeoPRR完整模型,重度透视,三模型等权集成,0.055468,"[-0.055390, 0.158647]",-1.218638,"[-3.012561, 0.527907]"
Industrial-1395,简单双视图回归,GeoPRR完整模型,重度透视,三模型等权集成,-1.490002,"[-2.027372, -0.998152]",7.455197,"[4.350873, 10.711621]"
Industrial-1395,固定先验混合,GeoPRR完整模型,重度透视,三模型等权集成,1.075094,"[0.594476, 1.527313]",-11.541219,"[-15.759027, -7.692308]"
Industrial-1395,线性增益头,GeoPRR完整模型,重度透视,三模型等权集成,0.003176,"[-0.013976, 0.020747]",0,"[-0.468231, 0.427963]"
Industrial-1395,仅极坐标专家,GeoPRR完整模型,重度透视,三模型等权集成,5.428029,"[3.613723, 7.159006]",-28.888889,"[-36.809384, -21.035339]"
Industrial-1395,Raw B0（六条件增强）,GeoPRR完整模型,重度透视,三模型等权集成,3.879252,"[1.784684, 5.962938]",-12.544803,"[-19.114228, -6.769399]"
Industrial-1395,仅关系专家,GeoPRR完整模型,重度透视,三模型等权集成,-0.016972,"[-0.044620, 0.010491]",0.215054,"[-0.146202, 0.587091]"
Industrial-1395,11标量MLP门控,GeoPRR完整模型,重度透视,三模型等权集成,0.01204,"[-0.004472, 0.028547]",0.071685,"[-0.241556, 0.385802]"
Industrial-1395,三专家等权混合,GeoPRR完整模型,重度透视,三模型等权集成,1.485931,"[0.860600, 2.077290]",-13.835125,"[-18.705535, -9.298710]"
Industrial-1395,仅几何/基础专家,GeoPRR完整模型,重度复合扰动,三seed平均,-0.023922,"[-0.145249, 0.095367]",-0.286738,"[-1.832511, 1.171622]"
Industrial-1395,简单双视图回归,GeoPRR完整模型,重度复合扰动,三seed平均,-1.332658,"[-1.913955, -0.794146]",4.444444,"[1.853296, 7.144694]"
Industrial-1395,固定先验混合,GeoPRR完整模型,重度复合扰动,三seed平均,0.990011,"[0.530016, 1.440826]",-10.083632,"[-13.663673, -6.599173]"
Industrial-1395,线性增益头,GeoPRR完整模型,重度复合扰动,三seed平均,-0.012423,"[-0.027694, 0.002632]",0.04779,"[-0.142862, 0.236560]"
Industrial-1395,仅极坐标专家,GeoPRR完整模型,重度复合扰动,三seed平均,5.975789,"[4.342607, 7.639091]",-28.243728,"[-34.795093, -21.834334]"
Industrial-1395,Raw B0（六条件增强）,GeoPRR完整模型,重度复合扰动,三seed平均,3.960528,"[1.724247, 6.137752]",-10.919952,"[-16.457190, -5.756915]"
Industrial-1395,仅关系专家,GeoPRR完整模型,重度复合扰动,三seed平均,-0.01341,"[-0.041123, 0.014084]",-0.04779,"[-0.269410, 0.171192]"
Industrial-1395,11标量MLP门控,GeoPRR完整模型,重度复合扰动,三seed平均,-0.001267,"[-0.016267, 0.013377]",0,"[-0.305600, 0.299061]"
Industrial-1395,三专家等权混合,GeoPRR完整模型,重度复合扰动,三seed平均,1.445034,"[0.865260, 2.022267]",-13.142174,"[-17.186869, -9.183387]"
Industrial-1395,仅几何/基础专家,GeoPRR完整模型,重度复合扰动,三模型等权集成,0.045131,"[-0.066207, 0.152900]",-1.935484,"[-3.542010, -0.215196]"
Industrial-1395,简单双视图回归,GeoPRR完整模型,重度复合扰动,三模型等权集成,-1.520024,"[-2.093824, -0.994858]",4.37276,"[1.376499, 7.307402]"
Industrial-1395,固定先验混合,GeoPRR完整模型,重度复合扰动,三模型等权集成,1.164673,"[0.711886, 1.615007]",-11.971326,"[-15.899657, -8.255553]"
Industrial-1395,线性增益头,GeoPRR完整模型,重度复合扰动,三模型等权集成,-0.010777,"[-0.025641, 0.004245]",0.143369,"[-0.298063, 0.605653]"
Industrial-1395,仅极坐标专家,GeoPRR完整模型,重度复合扰动,三模型等权集成,5.867717,"[4.177277, 7.608475]",-31.469534,"[-38.857163, -24.078360]"
Industrial-1395,Raw B0（六条件增强）,GeoPRR完整模型,重度复合扰动,三模型等权集成,3.930437,"[1.682854, 6.118744]",-13.90681,"[-20.183602, -7.866965]"
Industrial-1395,仅关系专家,GeoPRR完整模型,重度复合扰动,三模型等权集成,-0.023312,"[-0.048842, 0.002009]",-0.071685,"[-0.445864, 0.302343]"
Industrial-1395,11标量MLP门控,GeoPRR完整模型,重度复合扰动,三模型等权集成,0.003115,"[-0.011621, 0.018091]",-0.215054,"[-0.646835, 0.162341]"
Industrial-1395,三专家等权混合,GeoPRR完整模型,重度复合扰动,三模型等权集成,1.61265,"[1.028763, 2.201152]",-17.275986,"[-22.341302, -12.356554]"
